host_response_rate,host_acceptance_rate,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,rating
80,74,49.28295,-123.1215,4,2.0,3.0,120.0,1,3,100.0
80,74,49.28136,-123.13751,2,1.0,1.0,85.0,1,1,100.0
100,100,49.26206,-123.11579,5,2.0,3.0,96.0,30,2,80.0
100,94,49.28796,-123.12291,3,1.0,1.0,199.0,31,1,100.0
100,100,49.24528,-123.18491,4,2.0,2.0,119.0,1,6,93.0
100,100,49.27899,-123.10936,6,3.0,4.0,200.0,1,59,92.0
100,93,49.2271,-123.08592,2,1.0,1.0,68.0,3,12,100.0
82,96,49.27863,-123.10669,4,1.0,1.0,139.0,2,16,89.0
100,100,49.27796,-123.12356,2,1.0,1.0,87.0,30,1,100.0
100,97,49.27731,-123.12534,6,2.0,3.0,129.0,30,1,100.0
100,95,49.27862,-123.10762,4,1.0,2.0,150.0,3,8,98.0
100,99,49.27904,-123.1114,2,1.0,1.0,99.0,2,17,96.0
100,100,49.27315,-123.15263,6,2.0,3.0,130.0,3,9,98.0
90,78,49.28642,-123.12318,6,2.0,4.0,236.0,2,18,98.0
100,100,49.28012,-123.11698,4,1.0,1.0,125.0,30,3,100.0
100,100,49.24508,-123.06783,6,3.0,3.0,165.0,30,1,100.0
100,74,49.22229,-123.06185,2,1.0,1.0,35.0,30,1,100.0
20,100,49.27388,-123.11484,2,1.0,1.0,90.0,60,1,100.0
100,100,49.24938,-123.19237,7,3.0,4.0,127.0,1,35,96.0
100,94,49.27992,-123.10659,2,1.0,2.0,100.0,2,6,100.0
90,100,49.24633,-123.1292,4,2.0,2.0,106.0,30,1,100.0
90,100,49.24424,-123.08631,2,1.0,2.0,68.0,3,4,100.0
100,100,49.28079,-123.12307,2,1.0,1.0,90.0,1,21,93.0
90,81,49.27741,-123.08407,2,1.0,1.0,120.0,30,1,100.0
95,90,49.24574,-123.0609,1,1.0,1.0,40.0,30,2,100.0
80,50,49.25457,-123.09779,4,1.0,1.0,85.0,3,3,100.0
100,89,49.28039,-123.11741,2,1.0,1.0,143.0,30,1,100.0
100,100,49.23814,-123.08486,6,3.0,3.0,144.0,4,9,98.0
100,100,49.28035,-123.12264,2,1.0,1.0,99.0,2,6,100.0
100,97,49.27406,-123.12626,5,2.0,3.0,100.0,30,1,100.0
100,75,49.26973,-123.16303,2,1.0,1.0,76.0,30,1,100.0
100,100,49.27908,-123.12303,10,3.0,5.0,199.0,1,1,100.0
100,100,49.24525,-123.19132,2,1.0,1.0,113.0,1,12,97.0
100,88,49.27803,-123.10897,4,2.0,2.0,133.0,3,1,80.0
99,93,49.23072,-123.07884,2,1.0,1.0,59.0,30,3,93.0
96,100,49.26062,-123.11166,2,1.0,1.0,37.0,30,1,100.0
100,100,49.24302,-123.0672,4,2.0,2.0,135.0,30,3,100.0
33,100,49.27835,-123.11075,4,1.0,1.0,105.0,10,2,60.0
100,100,49.26142,-123.1404,4,1.0,1.0,100.0,2,17,96.0
100,100,49.25035,-123.19247,5,2.0,3.0,125.0,1,29,98.0
100,100,49.24031,-123.11846,4,2.0,2.0,156.0,30,10,80.0
100,100,49.28062,-123.10884,6,2.0,3.0,214.0,2,11,100.0
100,60,49.25898,-123.16179,4,1.0,1.0,129.0,3,2,100.0
100,95,49.2814,-123.10723,7,3.0,3.0,206.0,2,12,92.0
100,91,49.25506,-123.09036,3,1.0,2.0,48.0,30,1,80.0
100,92,49.2795,-123.12002,3,1.0,2.0,169.0,3,13,98.0
100,17,49.28375,-123.13248,2,2.0,2.0,65.0,1,1,100.0
100,100,49.28019,-123.10695,4,2.0,3.0,128.0,1,43,93.0
100,80,49.27977,-123.05277,4,2.0,2.0,129.0,3,7,100.0
100,88,49.25303,-123.08994,3,1.0,2.0,46.0,30,1,80.0
100,100,49.27928,-123.10654,4,1.0,2.0,96.0,1,14,100.0
99,99,49.28751,-123.13944,4,1.0,2.0,144.0,2,1,100.0
99,99,49.28742,-123.1386,4,1.0,2.0,159.0,2,10,96.0
100,96,49.28425,-123.11745,2,1.0,2.0,77.0,30,1,100.0
86,78,49.24659,-123.06762,1,1.0,1.0,55.0,2,2,100.0
88,75,49.28263,-123.12589,4,1.0,2.0,153.0,2,14,99.0
99,99,49.28893,-123.13985,4,1.0,2.0,216.0,2,1,100.0
100,98,49.23026,-123.07289,4,2.0,2.0,69.0,1,3,100.0
100,100,49.27998,-123.11805,2,1.0,1.0,121.0,3,12,95.0
100,98,49.22864,-123.0747,2,1.0,1.0,54.0,1,7,91.0
100,98,49.2294,-123.07506,2,1.0,1.0,38.0,1,11,89.0
100,98,49.22859,-123.07425,2,1.0,1.0,43.0,1,6,90.0
100,98,49.22865,-123.07485,2,1.0,1.0,38.0,1,10,94.0
100,100,49.28249,-123.10331,2,1.0,1.0,70.0,30,1,80.0
100,100,49.28277,-123.12873,4,1.0,3.0,193.0,1,2,90.0
100,40,49.2073,-123.13857,1,2.0,1.0,80.0,3,1,100.0
83,80,49.26954,-123.10685,3,1.0,1.0,105.0,30,2,100.0
100,82,49.26641,-123.09584,4,1.0,2.0,80.0,2,3,100.0
100,100,49.22117,-123.15902,5,2.0,2.0,159.0,1,6,100.0
100,98,49.24245,-123.17768,8,2.0,2.0,90.0,1,2,100.0
100,98,49.24112,-123.17936,2,1.0,2.0,95.0,1,1,80.0
100,100,49.26136,-123.09972,6,2.0,2.0,125.0,10,1,100.0
100,90,49.2577,-123.07283,5,3.0,4.0,101.0,7,2,100.0
100,100,49.28039,-123.10724,7,3.0,3.0,236.0,3,7,89.0
100,91,49.28785,-123.05157,4,2.0,2.0,80.0,2,5,88.0
100,83,49.27957,-123.09183,2,1.0,1.0,170.0,7,3,100.0
100,100,49.28233,-123.12449,5,1.0,2.0,105.0,30,1,100.0
100,96,49.28051,-123.10771,4,2.0,2.0,128.0,1,21,88.0
93,95,49.27398,-123.11627,3,2.0,2.0,118.0,2,1,80.0
93,95,49.27357,-123.1144,3,2.0,0.0,130.0,1,2,100.0
90,83,49.28042,-123.12755,4,2.0,2.0,250.0,2,2,90.0
100,100,49.27987,-123.12047,6,1.0,3.0,184.0,4,3,100.0
100,100,49.22012,-123.05567,1,1.0,1.0,40.0,1,1,100.0
100,99,49.28025,-123.11069,3,1.0,2.0,89.0,2,17,98.0
96,90,49.28064,-123.13136,6,1.0,1.0,233.0,2,1,100.0
40,79,49.27396,-123.12494,4,1.0,2.0,90.0,5,2,50.0
100,82,49.21835,-123.09623,4,1.0,1.0,50.0,2,6,97.0
96,100,49.2587,-123.11331,2,1.0,1.0,50.0,30,1,80.0
96,100,49.25854,-123.11127,2,1.0,1.0,32.0,30,1,100.0
100,100,49.25119,-123.10458,4,1.0,2.0,150.0,2,9,100.0
100,91,49.27438,-123.10918,4,1.0,2.0,309.0,1,52,99.0
100,92,49.28077,-123.10038,6,3.0,3.0,209.0,2,8,100.0
100,100,49.26423,-123.06698,2,1.0,1.0,89.0,2,11,100.0
100,100,49.25775,-123.09238,4,2.0,2.0,80.0,30,1,100.0
100,100,49.24297,-123.0386,2,1.0,1.0,60.0,15,1,80.0
100,100,49.27629,-123.12549,2,1.0,1.0,114.0,2,6,97.0
97,87,49.27551,-123.13179,2,1.0,1.0,90.0,30,1,80.0
80,60,49.28399,-123.1299,4,2.0,2.0,199.0,2,3,100.0
100,95,49.23266,-123.11526,4,2.0,2.0,125.0,3,2,100.0
100,46,49.23705,-123.03729,2,1.0,2.0,50.0,3,1,100.0
100,46,49.23765,-123.0388,2,1.0,0.0,50.0,3,2,100.0
100,100,49.26289,-123.17421,4,2.0,2.0,136.0,2,6,97.0
100,100,49.25089,-123.07965,5,2.0,3.0,107.0,2,4,100.0
100,80,49.2742,-123.05065,6,2.0,3.0,70.0,30,1,100.0
97,87,49.27344,-123.13161,2,1.0,1.0,110.0,30,1,100.0
97,87,49.27528,-123.13203,2,1.0,0.0,110.0,30,1,100.0
100,100,49.26797,-123.03763,4,2.0,2.0,129.0,2,4,100.0
100,100,49.2703,-123.21381,2,1.0,1.0,99.0,1,5,80.0
100,100,49.27784,-123.10827,2,1.0,1.0,125.0,3,24,99.0
100,98,49.24314,-123.17905,2,1.0,0.0,75.0,1,2,100.0
100,98,49.24296,-123.17897,8,1.0,0.0,80.0,1,2,100.0
100,67,49.27776,-123.10656,5,2.0,3.0,204.0,2,4,100.0
100,100,49.25612,-123.1197,3,1.0,2.0,110.0,2,5,96.0
100,100,49.22139,-123.03756,2,1.0,1.0,69.0,3,1,100.0
89,80,49.24835,-123.14893,6,3.0,3.0,180.0,5,2,100.0
100,100,49.23803,-123.03086,2,1.0,1.0,85.0,30,1,80.0
75,100,49.26968,-123.18304,4,2.0,2.0,225.0,30,5,100.0
94,98,49.28175,-123.12883,2,1.0,1.0,40.0,30,1,100.0
94,100,49.27523,-123.13433,4,2.0,2.0,130.0,30,4,60.0
100,100,49.27966,-123.10847,4,2.0,2.0,116.0,3,8,95.0
100,95,49.24077,-123.07489,3,2.0,2.0,62.0,1,8,100.0
100,91,49.25601,-123.11343,2,1.0,1.0,86.0,9,2,100.0
100,100,49.27984,-123.10747,4,2.0,3.0,114.0,1,27,95.0
100,100,49.2804,-123.12119,6,1.0,3.0,120.0,30,1,100.0
100,89,49.27827,-123.07244,2,1.0,1.0,97.0,1,4,100.0
90,99,49.27722,-123.11782,2,1.0,1.0,108.0,2,3,100.0
90,100,49.22304,-123.09366,2,1.0,0.0,45.0,30,1,100.0
100,98,49.23679,-123.1647,4,2.0,2.0,135.0,28,1,100.0
100,100,49.28054,-123.10969,6,3.0,4.0,176.0,1,17,91.0
100,98,49.28006,-123.1232,6,2.0,2.0,147.0,2,12,98.0
100,100,49.25623,-123.02777,5,3.0,3.0,111.0,1,5,96.0
100,100,49.27851,-123.10548,4,1.0,1.0,199.0,30,2,90.0
94,100,49.23737,-123.11625,2,1.0,1.0,127.0,1,2,80.0
100,97,49.28174,-123.12505,2,1.0,1.0,95.0,30,1,100.0
97,100,49.23357,-123.07877,2,1.0,2.0,82.0,1,3,100.0
80,95,49.274,-123.12274,2,1.0,0.0,50.0,30,1,60.0
100,100,49.28406,-123.12215,3,1.0,2.0,200.0,1,1,100.0
100,100,49.25397,-123.05608,4,2.0,2.0,145.0,7,1,80.0
97,85,49.27226,-123.1256,2,1.0,1.0,100.0,30,1,100.0
100,100,49.21165,-123.06169,4,2.0,2.0,100.0,1,3,73.0
100,96,49.24945,-123.1176,4,2.0,2.0,150.0,30,1,100.0
93,95,49.27985,-123.10702,4,2.0,2.0,200.0,2,1,80.0
93,95,49.2787,-123.11385,4,2.0,2.0,200.0,2,1,80.0
93,95,49.27543,-123.11457,4,2.0,2.0,200.0,2,2,60.0
93,95,49.27695,-123.11321,4,2.0,2.0,132.0,2,1,100.0
100,97,49.27764,-123.12918,5,3.0,3.0,160.0,2,6,93.0
93,78,49.28077,-123.10715,5,2.0,2.0,244.0,1,2,100.0
100,95,49.27926,-123.1004,3,1.0,1.0,120.0,3,4,95.0
100,100,49.27366,-123.12879,2,1.0,1.0,150.0,30,1,100.0
100,83,49.23775,-123.14987,5,1.0,2.0,108.0,3,4,95.0
100,100,49.24542,-123.10349,2,1.0,1.0,99.0,1,9,100.0
100,100,49.26073,-123.21111,4,2.0,2.0,90.0,1,4,85.0
100,100,49.28844,-123.12299,5,2.0,2.0,152.0,1,5,100.0
100,100,49.24429,-123.09282,2,2.0,2.0,80.0,3,1,100.0
100,100,49.27991,-123.10826,4,2.0,2.0,131.0,3,3,100.0
100,90,49.22067,-123.13884,2,1.0,1.0,67.0,1,3,87.0
100,100,49.26698,-123.12909,6,3.0,4.0,400.0,3,1,100.0
100,100,49.26573,-123.09855,4,2.0,4.0,137.0,30,2,100.0
91,80,49.28406,-123.12878,2,1.0,1.0,108.0,30,1,40.0
100,100,49.28822,-123.12637,4,2.0,2.0,210.0,30,1,100.0
100,95,49.2805,-123.10758,6,3.0,3.0,150.0,2,6,87.0
100,100,49.27312,-123.15629,4,1.0,1.0,127.0,1,7,91.0
100,100,49.27736,-123.1293,4,2.0,2.0,189.0,1,3,80.0
100,100,49.28464,-123.06194,6,2.0,2.0,74.0,1,5,100.0
100,100,49.27901,-123.12924,4,2.0,2.0,189.0,1,3,100.0
100,100,49.21332,-123.14215,4,2.0,3.0,139.0,1,1,80.0
100,100,49.28004,-123.10825,4,1.0,3.0,119.0,1,3,100.0
100,100,49.27677,-123.10926,8,3.0,4.0,188.0,2,6,93.0
90,80,49.21986,-123.08982,4,1.0,2.0,99.0,2,2,90.0
100,90,49.27884,-123.1074,5,2.0,3.0,155.0,2,7,100.0
92,78,49.27846,-123.10954,7,3.0,3.0,298.0,2,2,100.0
100,100,49.28217,-123.08344,4,2.0,2.0,128.0,2,2,100.0
100,96,49.24084,-123.11888,3,1.0,2.0,117.0,2,3,93.0
100,96,49.27877,-123.0995,6,2.0,3.0,200.0,2,3,100.0
100,75,49.27867,-123.1085,4,2.0,2.0,158.0,3,1,100.0
100,100,49.25301,-123.05765,6,2.0,3.0,100.0,1,3,93.0
92,100,49.27942,-123.10823,6,3.0,4.0,166.0,1,6,100.0
100,100,49.23139,-123.07863,4,1.0,1.0,79.0,1,2,80.0
67,100,49.27618,-123.12412,4,1.0,2.0,130.0,31,1,80.0
100,100,49.27532,-123.05847,2,1.0,1.0,56.0,1,5,100.0
100,89,49.28916,-123.14332,2,1.0,1.0,160.0,30,1,100.0
100,67,49.27807,-123.12173,4,1.0,2.0,163.0,2,1,100.0
100,97,49.27939,-123.10748,5,3.0,3.0,150.0,2,2,100.0
100,100,49.2743,-123.15123,4,2.0,2.0,179.0,2,5,96.0
100,100,49.274,-123.15117,4,2.0,2.0,187.0,2,3,100.0
100,100,49.23158,-123.08073,2,1.0,1.0,99.0,1,1,100.0
70,100,49.27734,-123.12945,3,1.0,1.0,59.0,10,1,20.0
82,96,49.27824,-123.10885,5,1.0,1.0,123.0,1,2,100.0
100,100,49.27371,-123.12721,2,1.0,1.0,143.0,7,2,100.0
100,100,49.28002,-123.12,4,1.0,2.0,110.0,2,3,93.0
94,100,49.28421,-123.13377,3,1.0,2.0,115.0,5,1,100.0
100,100,49.27551,-123.10783,4,1.0,1.0,159.0,1,9,100.0
100,93,49.28048,-123.1265,3,1.0,2.0,55.0,3,1,100.0
100,75,49.224,-123.04422,8,4.0,4.0,166.0,2,1,100.0
100,100,49.25156,-123.1137,4,1.0,1.0,100.0,1,4,100.0
100,100,49.28062,-123.10814,6,3.0,3.0,173.0,1,2,100.0
100,94,49.2757,-123.11571,6,2.0,3.0,232.0,2,1,20.0
100,94,49.27857,-123.12364,3,1.0,1.0,90.0,1,5,100.0
100,60,49.2771,-123.06348,2,1.0,1.0,75.0,2,1,100.0
100,92,49.24059,-123.08369,4,2.0,2.0,153.0,3,2,100.0
100,100,49.2752,-123.09992,4,1.0,1.0,89.0,2,6,100.0
100,100,49.22866,-123.03668,2,1.0,2.0,58.0,7,2,80.0
100,100,49.27884,-123.1074,3,1.0,2.0,140.0,1,1,100.0
100,100,49.28189,-123.10874,2,1.0,2.0,117.0,2,2,100.0
100,100,49.25687,-123.11252,3,1.0,1.0,85.0,2,1,100.0
100,100,49.21298,-123.11574,2,1.0,1.0,75.0,1,2,90.0
